sep,c,log_r,loss_decrease,ce_gap,err_gap,cal_mzr,ref_mzr,ce_mzr,cal_min,ref_cal_mzr,ce_cal_mzr,ref_min,cal_ref_mzr,ce_ref_mzr,ce_min,cal_ce_mzr,ref_ce_mzr,err_ref_mzr,err_ce_mzr
0.3,0.46935,-0.7,0.26,0.00165,0.00177,-0.87,-0.06,-0.83,0.0,0.6267,0.6267,0.62495,0.03013,0.65509,0.6266,9e-05,0.62651,0.34946,0.35123
0.3,0.46935,-0.6,0.26,0.00162,0.00185,-0.77,0.05,-0.74,0.0,0.63322,0.63322,0.63152,0.0299,0.66142,0.63313,7e-05,0.63307,0.35704,0.35889
0.3,0.46935,-0.5,0.24,0.00151,0.00179,-0.67,0.14,-0.64,0.0,0.63973,0.63973,0.63817,0.02801,0.66618,0.63968,9e-05,0.63959,0.36512,0.36691
0.3,0.46935,-0.4,0.21,0.00134,0.00171,-0.58,0.24,-0.55,0.0,0.64616,0.64616,0.64474,0.02602,0.67076,0.64608,6e-05,0.64602,0.37357,0.37528
0.3,0.46935,-0.3,0.17,0.00114,0.00158,-0.48,0.34,-0.46,0.0,0.65225,0.65225,0.65107,0.02364,0.67471,0.65221,4e-05,0.65218,0.38225,0.38383
0.3,0.46935,-0.2,0.14,0.00093,0.00136,-0.39,0.44,-0.36,0.0,0.658,0.658,0.65701,0.02105,0.67806,0.65795,5e-05,0.6579,0.39099,0.39235
0.3,0.46935,-0.1,0.11,0.00073,0.00117,-0.29,0.53,-0.27,0.0,0.66323,0.66323,0.66247,0.01818,0.68065,0.6632,3e-05,0.66318,0.39965,0.40082
0.3,0.46935,0.0,0.08,0.00056,0.00099,-0.19,0.63,-0.18,0.0,0.66793,0.66794,0.66737,0.01566,0.68302,0.66792,1e-05,0.66791,0.40809,0.40907
0.3,0.46935,0.1,0.06,0.00041,0.00078,-0.1,0.73,-0.08,0.0,0.67211,0.67211,0.67168,0.01329,0.68498,0.67209,1e-05,0.67208,0.41619,0.41697
0.3,0.46935,0.2,0.04,0.00029,0.00063,0.0,0.82,0.01,0.0,0.67572,0.67572,0.67542,0.01103,0.68645,0.67571,0.0,0.67571,0.42388,0.42451
0.3,0.46935,0.3,0.03,0.00021,0.00048,0.1,0.92,0.11,0.0,0.67881,0.67881,0.6786,0.00917,0.68777,0.67881,1e-05,0.6788,0.4311,0.43158
0.3,0.46935,0.4,0.02,0.00014,0.00037,0.2,1.02,0.2,0.0,0.68143,0.68143,0.68129,0.00755,0.68884,0.68143,0.0,0.68143,0.43781,0.43818
0.3,0.46935,0.5,0.01,0.0001,0.00028,0.29,1.12,0.3,0.0,0.68362,0.68362,0.68352,0.00618,0.6897,0.68362,0.0,0.68362,0.44399,0.44427
0.3,0.46935,0.6,0.01,6e-05,0.00021,0.39,1.22,0.4,0.0,0.68543,0.68543,0.68537,0.00503,0.6904,0.68543,0.0,0.68543,0.44967,0.44987
0.3,0.46935,0.7,0.01,4e-05,0.00016,0.49,1.32,0.49,0.0,0.68692,0.68692,0.68688,0.00407,0.69095,0.68692,0.0,0.68692,0.45484,0.45499
0.3,0.46935,0.8,0.0,3e-05,0.00011,0.59,1.41,0.59,0.0,0.68814,0.68814,0.68811,0.00325,0.69136,0.68814,0.0,0.68814,0.45953,0.45964
0.3,0.46935,0.9,0.0,2e-05,8e-05,0.69,1.51,0.69,0.0,0.68913,0.68913,0.68911,0.00261,0.69173,0.68913,0.0,0.68913,0.46377,0.46386
0.3,0.46935,1.0,0.0,1e-05,6e-05,0.79,1.61,0.79,0.0,0.68993,0.68993,0.68992,0.0021,0.69202,0.68993,0.0,0.68993,0.4676,0.46766
0.35,0.34487,-1.0,0.03,0.0002,0.00029,-0.88,-0.45,-0.87,0.0,0.6539,0.6539,0.65369,0.00609,0.65979,0.65389,0.0,0.65389,0.38603,0.38632
0.35,0.34487,-0.9,0.03,0.00022,0.00033,-0.78,-0.33,-0.76,0.0,0.65771,0.65771,0.65748,0.00687,0.66435,0.65771,1e-05,0.65769,0.39171,0.39203
0.35,0.34487,-0.8,0.04,0.00023,0.00038,-0.68,-0.22,-0.67,0.0,0.66156,0.66156,0.66132,0.00715,0.66847,0.66155,0.0,0.66155,0.39776,0.39814
0.35,0.34487,-0.7,0.03,0.00023,0.00039,-0.58,-0.11,-0.57,0.0,0.66535,0.66535,0.66511,0.00719,0.6723,0.66534,0.0,0.66533,0.40411,0.4045
0.35,0.34487,-0.6,0.03,0.00021,0.00038,-0.48,0.0,-0.47,0.0,0.66898,0.66898,0.66876,0.00701,0.67577,0.66897,0.0,0.66897,0.41063,0.41101
0.35,0.34487,-0.5,0.03,0.00018,0.00035,-0.38,0.1,-0.37,0.0,0.67238,0.67238,0.6722,0.00644,0.67864,0.67238,0.0,0.67237,0.41721,0.41756
0.35,0.34487,-0.4,0.02,0.00015,0.00031,-0.28,0.21,-0.27,0.0,0.6755,0.6755,0.67535,0.00595,0.6813,0.6755,0.0,0.6755,0.42374,0.42405
0.35,0.34487,-0.3,0.02,0.00012,0.00026,-0.18,0.31,-0.17,0.0,0.67831,0.67831,0.67819,0.00523,0.68342,0.6783,0.0,0.6783,0.43011,0.43037
0.35,0.34487,-0.2,0.01,9e-05,0.00023,-0.08,0.41,-0.08,0.0,0.68077,0.68078,0.68069,0.00452,0.6852,0.68078,0.0,0.68077,0.43625,0.43647
0.35,0.34487,-0.1,0.01,6e-05,0.00018,0.02,0.51,0.02,0.0,0.68292,0.68292,0.68285,0.00384,0.6867,0.68292,0.0,0.68292,0.44207,0.44225
0.35,0.34487,0.0,0.01,5e-05,0.00014,0.12,0.61,0.12,0.0,0.68475,0.68475,0.6847,0.00323,0.68793,0.68475,0.0,0.68475,0.44754,0.44768
0.35,0.34487,0.1,0.0,3e-05,0.00011,0.22,0.71,0.22,0.0,0.68629,0.68629,0.68626,0.00269,0.68894,0.68629,0.0,0.68629,0.45263,0.45274
0.35,0.34487,0.2,0.0,2e-05,8e-05,0.32,0.81,0.32,0.0,0.68758,0.68758,0.68755,0.00221,0.68977,0.68758,0.0,0.68758,0.45734,0.45742
0.35,0.34487,0.3,0.0,1e-05,6e-05,0.42,0.91,0.42,0.0,0.68864,0.68864,0.68863,0.00181,0.69044,0.68864,0.0,0.68864,0.46165,0.46171
0.35,0.34487,0.4,0.0,1e-05,5e-05,0.51,1.01,0.52,0.0,0.68951,0.68952,0.6895,0.00147,0.69098,0.68951,0.0,0.68951,0.46558,0.46563
0.35,0.34487,0.5,0.0,1e-05,3e-05,0.61,1.11,0.62,0.0,0.69023,0.69023,0.69022,0.00119,0.69141,0.69023,0.0,0.69023,0.46915,0.46919
0.35,0.34487,0.6,0.0,0.0,2e-05,0.71,1.21,0.72,0.0,0.69081,0.69081,0.6908,0.00096,0.69176,0.69081,0.0,0.69081,0.47239,0.47241
0.35,0.34487,0.7,0.0,0.0,2e-05,0.81,1.31,0.82,0.0,0.69127,0.69127,0.69127,0.00077,0.69204,0.69127,0.0,0.69127,0.4753,0.47532
0.35,0.34487,0.8,0.0,0.0,1e-05,0.91,1.41,0.91,0.0,0.69165,0.69165,0.69165,0.00062,0.69227,0.69165,0.0,0.69165,0.47792,0.47794
0.35,0.34487,0.9,0.0,0.0,1e-05,1.01,1.51,1.01,0.0,0.69195,0.69195,0.69195,0.0005,0.69245,0.69195,0.0,0.69195,0.48028,0.48029
0.35,0.34487,1.0,0.0,0.0,1e-05,1.11,1.61,1.11,0.0,0.69219,0.69219,0.69219,0.0004,0.69259,0.69219,0.0,0.69219,0.48239,0.4824
0.4,0.22675,-1.0,0.0,0.0,0.0,-0.49,-0.55,-0.49,0.0,0.68177,0.68177,0.68177,7e-05,0.68184,0.68177,0.0,0.68177,0.4391,0.4391
0.4,0.22675,-0.9,0.0,0.0,0.0,-0.39,-0.42,-0.39,0.0,0.68337,0.68337,0.68337,2e-05,0.68339,0.68337,0.0,0.68337,0.44354,0.44354
0.4,0.22675,-0.8,0.0,0.0,0.0,-0.29,-0.29,-0.29,0.0,0.68483,0.68483,0.68483,0.0,0.68483,0.68483,0.0,0.68483,0.44796,0.44796
0.4,0.22675,-0.7,0.0,0.0,0.0,-0.19,-0.16,-0.19,0.0,0.68615,0.68615,0.68615,2e-05,0.68617,0.68615,0.0,0.68615,0.45228,0.45228
0.4,0.22675,-0.6,0.0,0.0,0.0,-0.09,-0.05,-0.09,0.0,0.68732,0.68732,0.68732,3e-05,0.68734,0.68732,0.0,0.68732,0.45645,0.45645
0.4,0.22675,-0.5,0.0,0.0,0.0,0.01,0.06,0.01,0.0,0.68833,0.68833,0.68833,3e-05,0.68836,0.68833,0.0,0.68833,0.46041,0.46041
0.4,0.22675,-0.4,0.0,0.0,0.0,0.11,0.17,0.11,0.0,0.68919,0.68919,0.68919,4e-05,0.68923,0.68919,0.0,0.68919,0.46413,0.46413
0.4,0.22675,-0.3,0.0,0.0,0.0,0.21,0.28,0.21,0.0,0.68992,0.68992,0.68992,5e-05,0.68997,0.68992,0.0,0.68992,0.4676,0.4676
0.4,0.22675,-0.2,0.0,0.0,0.0,0.31,0.39,0.31,0.0,0.69053,0.69053,0.69053,5e-05,0.69058,0.69053,0.0,0.69053,0.47081,0.47081
0.4,0.22675,-0.1,0.0,0.0,0.0,0.41,0.49,0.41,0.0,0.69103,0.69103,0.69103,4e-05,0.69107,0.69103,0.0,0.69103,0.47375,0.47375
0.4,0.22675,0.0,0.0,0.0,0.0,0.51,0.6,0.51,0.0,0.69144,0.69144,0.69144,5e-05,0.69148,0.69144,0.0,0.69144,0.47644,0.47644
0.4,0.22675,0.1,0.0,0.0,0.0,0.61,0.7,0.61,0.0,0.69177,0.69177,0.69177,4e-05,0.69181,0.69177,0.0,0.69177,0.47888,0.47888
0.4,0.22675,0.2,0.0,0.0,0.0,0.71,0.8,0.71,0.0,0.69205,0.69205,0.69205,3e-05,0.69208,0.69205,0.0,0.69205,0.48109,0.48109
0.4,0.22675,0.3,0.0,0.0,0.0,0.81,0.9,0.81,0.0,0.69227,0.69227,0.69227,2e-05,0.69229,0.69227,0.0,0.69227,0.48309,0.48309
0.4,0.22675,0.4,0.0,0.0,0.0,0.91,1.01,0.91,0.0,0.69244,0.69244,0.69244,2e-05,0.69247,0.69244,0.0,0.69244,0.48488,0.48488
0.4,0.22675,0.5,0.0,0.0,0.0,1.01,1.11,1.01,0.0,0.69259,0.69259,0.69259,2e-05,0.6926,0.69259,0.0,0.69259,0.48649,0.48649
0.4,0.22675,0.6,0.0,0.0,0.0,1.11,1.21,1.11,0.0,0.6927,0.6927,0.6927,2e-05,0.69271,0.6927,0.0,0.6927,0.48794,0.48794
0.4,0.22675,0.7,0.0,0.0,0.0,1.21,1.31,1.21,0.0,0.69279,0.69279,0.69279,1e-05,0.6928,0.69279,0.0,0.69279,0.48923,0.48923
0.4,0.22675,0.8,0.0,0.0,0.0,1.31,1.41,1.31,0.0,0.69286,0.69286,0.69286,1e-05,0.69287,0.69286,0.0,0.69286,0.49039,0.49039
0.4,0.22675,0.9,0.0,0.0,0.0,1.41,1.51,1.41,0.0,0.69292,0.69292,0.69292,1e-05,0.69293,0.69292,0.0,0.69292,0.49143,0.49143
0.4,0.22675,1.0,0.0,0.0,0.0,1.51,1.61,1.51,0.0,0.69297,0.69297,0.69297,1e-05,0.69297,0.69297,0.0,0.69297,0.49236,0.49236
0.45,0.11247,-1.0,0.0,1e-05,0.00011,0.14,-0.69,0.14,0.0,0.69218,0.69218,0.69217,0.0075,0.69967,0.69218,0.0,0.69218,0.4822,0.48231
0.45,0.11247,-0.9,0.0,1e-05,8e-05,0.24,-0.51,0.24,0.0,0.69236,0.69236,0.69235,0.00564,0.698,0.69236,0.0,0.69236,0.48396,0.48403
0.45,0.11247,-0.8,0.0,0.0,5e-05,0.34,-0.35,0.34,0.0,0.69251,0.69251,0.69251,0.0042,0.69671,0.69251,0.0,0.69251,0.48557,0.48562
0.45,0.11247,-0.7,0.0,0.0,4e-05,0.44,-0.22,0.44,0.0,0.69263,0.69263,0.69263,0.00336,0.69599,0.69263,0.0,0.69263,0.48704,0.48708
0.45,0.11247,-0.6,0.0,0.0,3e-05,0.54,-0.09,0.54,0.0,0.69273,0.69273,0.69273,0.00259,0.69532,0.69273,0.0,0.69273,0.48838,0.48841
0.45,0.11247,-0.5,0.0,0.0,2e-05,0.64,0.03,0.64,0.0,0.69282,0.69282,0.69281,0.00204,0.69485,0.69282,0.0,0.69282,0.4896,0.48961
0.45,0.11247,-0.4,0.0,0.0,1e-05,0.74,0.15,0.74,0.0,0.69288,0.69288,0.69288,0.00156,0.69444,0.69288,0.0,0.69288,0.49069,0.4907
0.45,0.11247,-0.3,0.0,0.0,1e-05,0.84,0.26,0.84,0.0,0.69293,0.69293,0.69293,0.00125,0.69418,0.69293,0.0,0.69293,0.49168,0.49169
0.45,0.11247,-0.2,0.0,0.0,1e-05,0.94,0.37,0.94,0.0,0.69298,0.69298,0.69298,0.00098,0.69396,0.69298,0.0,0.69298,0.49256,0.49257
0.45,0.11247,-0.1,0.0,0.0,0.0,1.04,0.48,1.04,0.0,0.69301,0.69301,0.69301,0.00076,0.69377,0.69301,0.0,0.69301,0.49336,0.49336
0.45,0.11247,0.0,0.0,0.0,0.0,1.14,0.59,1.14,0.0,0.69304,0.69304,0.69304,0.00059,0.69363,0.69304,0.0,0.69304,0.49407,0.49408
0.45,0.11247,0.1,0.0,0.0,0.0,1.24,0.69,1.24,0.0,0.69306,0.69306,0.69306,0.00048,0.69354,0.69306,0.0,0.69306,0.49471,0.49471
0.45,0.11247,0.2,0.0,0.0,0.0,1.34,0.8,1.34,0.0,0.69308,0.69308,0.69308,0.00036,0.69344,0.69308,0.0,0.69308,0.49528,0.49528
0.45,0.11247,0.3,0.0,0.0,0.0,1.44,0.9,1.44,0.0,0.69309,0.69309,0.69309,0.00029,0.69339,0.69309,0.0,0.69309,0.49579,0.49579
0.45,0.11247,0.4,0.0,0.0,0.0,1.54,1.0,1.54,0.0,0.6931,0.6931,0.6931,0.00024,0.69334,0.6931,0.0,0.6931,0.49625,0.49625
0.45,0.11247,0.5,0.0,0.0,0.0,1.64,1.1,1.64,0.0,0.69311,0.69311,0.69311,0.00019,0.6933,0.69311,0.0,0.69311,0.49665,0.49665
0.45,0.11247,0.6,0.0,0.0,0.0,1.74,1.21,1.74,0.0,0.69312,0.69312,0.69312,0.00014,0.69326,0.69312,0.0,0.69312,0.49702,0.49702
0.45,0.11247,0.7,0.0,0.0,0.0,1.84,1.31,1.84,0.0,0.69313,0.69313,0.69313,0.00011,0.69324,0.69313,0.0,0.69313,0.49734,0.49734
0.45,0.11247,0.8,0.0,0.0,0.0,1.94,1.41,1.94,0.0,0.69313,0.69313,0.69313,9e-05,0.69322,0.69313,0.0,0.69313,0.49763,0.49763
0.45,0.11247,0.9,0.0,0.0,0.0,2.04,1.51,2.04,0.0,0.69313,0.69313,0.69313,7e-05,0.69321,0.69313,0.0,0.69313,0.49789,0.49789
0.45,0.11247,1.0,0.0,0.0,0.0,2.14,1.61,2.14,0.0,0.69314,0.69314,0.69314,6e-05,0.69319,0.69314,0.0,0.69314,0.49812,0.49812
