sep,c,log_r,loss_decrease,ce_gap,err_gap,cal_mzr,ref_mzr,ce_mzr,cal_min,ref_cal_mzr,ce_cal_mzr,ref_min,cal_ref_mzr,ce_ref_mzr,ce_min,cal_ce_mzr,ref_ce_mzr,err_ref_mzr,err_ce_mzr
0.45,0.02552,0.1,0.0,0.0,0.00039,1.36,-2.5,1.36,0.0,0.69314,0.69314,0.69314,0.64412,1.33726,0.69314,0.0,0.69314,0.49855,0.49894
0.45,0.02552,0.2,0.0,0.0,0.00027,1.46,-2.32,1.46,0.0,0.69314,0.69314,0.69314,0.53996,1.2331,0.69314,0.0,0.69314,0.49879,0.49906
0.45,0.02552,0.3,0.0,0.0,0.00019,1.56,-2.17,1.56,0.0,0.69315,0.69315,0.69314,0.4548,1.14794,0.69315,0.0,0.69315,0.49897,0.49916
0.45,0.02552,0.4,0.0,0.0,0.00013,1.66,-2.05,1.66,0.0,0.69315,0.69315,0.69314,0.38805,1.0812,0.69315,0.0,0.69315,0.49912,0.49925
0.45,0.02552,0.5,0.0,0.0,9e-05,1.76,-1.93,1.76,0.0,0.69315,0.69315,0.69315,0.32629,1.01944,0.69315,0.0,0.69315,0.49924,0.49933
0.45,0.02552,0.6,0.0,0.0,7e-05,1.86,-1.82,1.86,0.0,0.69315,0.69315,0.69315,0.27406,0.96721,0.69315,0.0,0.69315,0.49934,0.49941
0.45,0.02552,0.7,0.0,0.0,5e-05,1.96,-1.73,1.96,0.0,0.69315,0.69315,0.69315,0.23315,0.92629,0.69315,0.0,0.69315,0.49942,0.49947
0.45,0.02552,0.8,0.0,0.0,3e-05,2.06,-1.62,2.06,0.0,0.69315,0.69315,0.69315,0.19221,0.88536,0.69315,0.0,0.69315,0.49949,0.49953
0.45,0.02552,0.9,0.0,0.0,2e-05,2.16,-1.52,2.16,0.0,0.69315,0.69315,0.69315,0.15911,0.85226,0.69315,0.0,0.69315,0.49956,0.49958
0.45,0.02552,1.0,0.0,0.0,2e-05,2.26,-1.43,2.26,0.0,0.69315,0.69315,0.69315,0.13245,0.8256,0.69315,0.0,0.69315,0.49961,0.49962
