sep,c,log_r,loss_decrease,ce_gap,err_gap,cal_mzr,ref_mzr,ce_mzr,cal_min,ref_cal_mzr,ce_cal_mzr,ref_min,cal_ref_mzr,ce_ref_mzr,ce_min,cal_ce_mzr,ref_ce_mzr,err_ref_mzr,err_ce_mzr
0.35,0.22379,1.0,0.0,0.0,3e-05,1.14,0.46,1.14,0.0,0.69274,0.69274,0.69274,0.00272,0.69546,0.69274,0.0,0.69274,0.48848,0.48851
0.4,0.14714,-1.0,0.62,0.00429,0.01302,-0.57,-7.5,-0.63,0.0,0.68656,0.68656,0.68222,0.0439,0.72612,0.68651,5e-05,0.68646,0.44032,0.45334
0.4,0.14714,-0.9,0.55,0.00375,0.01254,-0.45,-7.5,-0.5,0.0,0.68775,0.68775,0.68397,0.06455,0.74852,0.68772,3e-05,0.68769,0.44533,0.45787
0.4,0.14714,-0.8,0.45,0.00313,0.01162,-0.34,-7.56,-0.37,0.0,0.68875,0.68875,0.68561,0.09587,0.78148,0.68874,1e-05,0.68873,0.45046,0.46209
0.4,0.14714,-0.7,0.36,0.00248,0.01026,-0.22,-7.56,-0.25,0.0,0.6896,0.6896,0.68711,0.14529,0.8324,0.68958,1e-05,0.68958,0.45567,0.46593
0.4,0.14714,-0.6,0.26,0.00182,0.0085,-0.11,-7.6,-0.13,0.0,0.69028,0.69028,0.68846,0.2283,0.91675,0.69028,0.0,0.69027,0.46093,0.46944
0.4,0.14714,-0.5,0.17,0.00118,0.00628,-0.01,-7.66,-0.02,0.0,0.69084,0.69084,0.68966,0.38243,1.07209,0.69084,0.0,0.69084,0.46632,0.47261
0.4,0.14714,-0.4,0.08,0.00054,0.00334,0.1,-7.49,0.09,0.0,0.6913,0.6913,0.69076,0.72483,1.41559,0.6913,0.0,0.6913,0.47214,0.47548
0.4,0.14714,-0.3,0.04,0.00026,0.00187,0.21,-1.47,0.2,0.0,0.69167,0.69167,0.6914,0.1463,0.8377,0.69167,0.0,0.69167,0.4762,0.47807
0.4,0.14714,-0.2,0.02,0.00016,0.00124,0.31,-1.16,0.3,0.0,0.69197,0.69197,0.69181,0.09569,0.7875,0.69196,0.0,0.69196,0.47915,0.4804
0.4,0.14714,-0.1,0.01,9e-05,0.00085,0.41,-0.93,0.41,0.0,0.6922,0.6922,0.69211,0.0663,0.75841,0.6922,0.0,0.6922,0.48164,0.48249
0.4,0.14714,0.0,0.01,6e-05,0.00059,0.52,-0.75,0.51,0.0,0.6924,0.6924,0.69234,0.04879,0.74112,0.69239,0.0,0.69239,0.48378,0.48437
0.4,0.14714,0.1,0.01,4e-05,0.00041,0.62,-0.6,0.61,0.0,0.69255,0.69255,0.69251,0.03745,0.72996,0.69255,0.0,0.69255,0.48564,0.48605
0.4,0.14714,0.2,0.0,2e-05,0.00029,0.72,-0.46,0.72,0.0,0.69267,0.69267,0.69265,0.02873,0.72137,0.69267,0.0,0.69267,0.48726,0.48755
0.4,0.14714,0.3,0.0,1e-05,0.0002,0.82,-0.33,0.82,0.0,0.69277,0.69277,0.69275,0.02223,0.71498,0.69277,0.0,0.69277,0.48869,0.48889
0.4,0.14714,0.4,0.0,1e-05,0.00014,0.92,-0.2,0.92,0.0,0.69285,0.69285,0.69284,0.01689,0.70972,0.69285,0.0,0.69285,0.48995,0.49009
0.4,0.14714,0.5,0.0,1e-05,0.0001,1.02,-0.09,1.02,0.0,0.69291,0.69291,0.6929,0.01356,0.70646,0.69291,0.0,0.69291,0.49107,0.49117
0.4,0.14714,0.6,0.0,0.0,7e-05,1.12,0.03,1.12,0.0,0.69296,0.69296,0.69295,0.0104,0.70336,0.69296,0.0,0.69296,0.49205,0.49212
0.4,0.14714,0.7,0.0,0.0,5e-05,1.22,0.14,1.22,0.0,0.693,0.693,0.69299,0.0082,0.7012,0.693,0.0,0.693,0.49293,0.49298
0.4,0.14714,0.8,0.0,0.0,3e-05,1.32,0.25,1.32,0.0,0.69303,0.69303,0.69303,0.00643,0.69945,0.69303,0.0,0.69303,0.4937,0.49374
0.4,0.14714,0.9,0.0,0.0,2e-05,1.42,0.35,1.42,0.0,0.69305,0.69305,0.69305,0.0052,0.69825,0.69305,0.0,0.69305,0.49439,0.49442
0.4,0.14714,1.0,0.0,0.0,2e-05,1.52,0.46,1.52,0.0,0.69307,0.69307,0.69307,0.00404,0.69711,0.69307,0.0,0.69307,0.49501,0.49502
0.45,0.07298,-1.0,0.07,0.0005,0.00549,0.12,-7.56,0.11,0.0,0.6927,0.6927,0.6922,0.05656,0.74876,0.6927,0.0,0.6927,0.48245,0.48794
0.45,0.07298,-0.9,0.06,0.00039,0.00485,0.23,-7.56,0.22,0.0,0.69279,0.69279,0.6924,0.07857,0.77097,0.69279,0.0,0.69279,0.48437,0.48922
0.45,0.07298,-0.8,0.04,0.0003,0.00418,0.33,-7.56,0.32,0.0,0.69286,0.69286,0.69256,0.11096,0.80352,0.69286,0.0,0.69286,0.48618,0.49036
0.45,0.07298,-0.7,0.03,0.00022,0.0035,0.43,-7.59,0.43,0.0,0.69292,0.69292,0.6927,0.16081,0.8535,0.69292,0.0,0.69292,0.48789,0.4914
0.45,0.07298,-0.6,0.02,0.00016,0.0028,0.54,-7.63,0.53,0.0,0.69297,0.69297,0.69281,0.24274,0.93555,0.69297,0.0,0.69297,0.48952,0.49232
0.45,0.07298,-0.5,0.01,0.0001,0.00206,0.64,-7.68,0.63,0.0,0.693,0.693,0.6929,0.39144,1.08434,0.693,0.0,0.693,0.49109,0.49315
0.45,0.07298,-0.4,0.01,5e-05,0.0012,0.74,-7.76,0.74,0.0,0.69303,0.69303,0.69298,0.70929,1.40227,0.69303,0.0,0.69303,0.49268,0.49389
0.45,0.07298,-0.3,0.0,2e-05,0.0006,0.84,-1.54,0.84,0.0,0.69306,0.69306,0.69303,0.19029,0.88332,0.69306,0.0,0.69306,0.49395,0.49455
0.45,0.07298,-0.2,0.0,1e-05,0.00039,0.94,-1.18,0.94,0.0,0.69307,0.69307,0.69306,0.11708,0.81014,0.69307,0.0,0.69307,0.49474,0.49514
0.45,0.07298,-0.1,0.0,1e-05,0.00027,1.04,-0.95,1.04,0.0,0.69309,0.69309,0.69308,0.08264,0.77572,0.69309,0.0,0.69309,0.4954,0.49566
0.45,0.07298,0.0,0.0,0.0,0.00018,1.14,-0.76,1.14,0.0,0.6931,0.6931,0.6931,0.05989,0.75299,0.6931,0.0,0.6931,0.49595,0.49613
0.45,0.07298,0.1,0.0,0.0,0.00013,1.24,-0.61,1.24,0.0,0.69311,0.69311,0.69311,0.04621,0.73932,0.69311,0.0,0.69311,0.49643,0.49655
0.45,0.07298,0.2,0.0,0.0,9e-05,1.34,-0.46,1.34,0.0,0.69312,0.69312,0.69312,0.03458,0.72769,0.69312,0.0,0.69312,0.49684,0.49693
0.45,0.07298,0.3,0.0,0.0,6e-05,1.44,-0.33,1.44,0.0,0.69312,0.69312,0.69312,0.02683,0.71995,0.69312,0.0,0.69312,0.4972,0.49726
0.45,0.07298,0.4,0.0,0.0,4e-05,1.55,-0.21,1.54,0.0,0.69313,0.69313,0.69313,0.02112,0.71424,0.69313,0.0,0.69313,0.49751,0.49756
0.45,0.07298,0.5,0.0,0.0,3e-05,1.65,-0.09,1.65,0.0,0.69313,0.69313,0.69313,0.01642,0.70955,0.69313,0.0,0.69313,0.49779,0.49782
0.45,0.07298,0.6,0.0,0.0,2e-05,1.75,0.03,1.75,0.0,0.69314,0.69314,0.69314,0.01264,0.70577,0.69314,0.0,0.69314,0.49804,0.49806
0.45,0.07298,0.7,0.0,0.0,2e-05,1.85,0.14,1.85,0.0,0.69314,0.69314,0.69314,0.00997,0.70311,0.69314,0.0,0.69314,0.49826,0.49827
0.45,0.07298,0.8,0.0,0.0,1e-05,1.95,0.24,1.95,0.0,0.69314,0.69314,0.69314,0.00809,0.70123,0.69314,0.0,0.69314,0.49845,0.49846
0.45,0.07298,0.9,0.0,0.0,1e-05,2.05,0.35,2.05,0.0,0.69314,0.69314,0.69314,0.00632,0.69946,0.69314,0.0,0.69314,0.49862,0.49863
0.45,0.07298,1.0,0.0,0.0,1e-05,2.15,0.46,2.15,0.0,0.69314,0.69314,0.69314,0.00492,0.69806,0.69314,0.0,0.69314,0.49877,0.49878
